Invoice Id,Branch,City,Customer Type,Gender,Product Line,Unit Price,Quantity,Sales,Date,Time,Payment,Cost of Goods saled,Gross Income,Rating,Day,Month,Year,Satisfaction
624-01-8356,Cairo,Mandalay,Normal,Female,Home And Lifestyle,49.01,10,514.605,1/27/2019,10:44:00 AM,Credit Card,490.1,24.505,4.2,Sunday,January,00:00.0,not Satisfied
862-59-8517,Giza,Naypyitaw,Normal,Female,Food And Beverages,90.24,6,568.512,1/27/2019,11:17:00 AM,Cash,541.44,27.072,6.2,Sunday,January,00:00.0,not Satisfied
870-54-3162,Alex,Yangon,Member,Female,Sports And Travel,32.25,5,169.3125,1/27/2019,1:26:00 PM,Cash,161.25,8.0625,9,Sunday,January,00:00.0,Satisfied
325-90-8763,Giza,Naypyitaw,Member,Female,Electronic Accessories,46.57,10,488.985,1/27/2019,1:58:00 PM,Cash,465.7,23.285,7.6,Sunday,January,00:00.0,Satisfied
613-59-9758,Giza,Naypyitaw,Normal,Female,Sports And Travel,14.36,10,150.78,1/27/2019,2:28:00 PM,Cash,143.6,7.18,5.4,Sunday,January,00:00.0,not Satisfied
534-01-4457,Alex,Yangon,Normal,Male,Food And Beverages,81.71,6,514.773,1/27/2019,2:36:00 PM,Credit Card,490.26,24.513,8,Sunday,January,00:00.0,Satisfied
394-41-0748,Giza,Naypyitaw,Member,Female,Fashion Accessories,54.07,9,510.9615,1/27/2019,2:55:00 PM,E-Wallet,486.63,24.3315,9.5,Sunday,January,00:00.0,Satisfied
633-91-1052,Alex,Yangon,Normal,Female,Home And Lifestyle,12.03,2,25.263,1/27/2019,3:51:00 PM,Cash,24.06,1.203,5.1,Sunday,January,00:00.0,not Satisfied
788-07-8452,Giza,Naypyitaw,Member,Female,Home And Lifestyle,24.24,7,178.164,1/27/2019,5:38:00 PM,E-Wallet,169.68,8.484,9.4,Sunday,January,00:00.0,Satisfied
595-27-4851,Alex,Yangon,Normal,Female,Fashion Accessories,54.28,7,398.958,1/27/2019,6:05:00 PM,E-Wallet,379.96,18.998,9.3,Sunday,January,00:00.0,Satisfied
585-90-0249,Alex,Yangon,Member,Male,Electronic Accessories,73.26,1,76.923,1/27/2019,6:08:00 PM,E-Wallet,73.26,3.663,9.7,Sunday,January,00:00.0,Satisfied
620-02-2046,Giza,Naypyitaw,Normal,Male,Home And Lifestyle,69.4,2,145.74,1/27/2019,7:48:00 PM,E-Wallet,138.8,6.94,9,Sunday,January,00:00.0,Satisfied
869-11-3082,Cairo,Mandalay,Member,Male,Health And Beauty,96.16,4,403.872,1/27/2019,8:03:00 PM,Credit Card,384.64,19.232,8.4,Sunday,January,00:00.0,Satisfied
123-19-1176,Alex,Yangon,Member,Female,Health And Beauty,58.22,8,489.048,1/27/2019,8:33:00 PM,E-Wallet,465.76,23.288,8.4,Sunday,January,00:00.0,Satisfied
544-55-9589,Cairo,Mandalay,Member,Female,Electronic Accessories,21.43,10,225.015,1/28/2019,11:51:00 AM,Cash,214.3,10.715,6.2,Monday,January,00:00.0,not Satisfied
149-71-6266,Cairo,Mandalay,Member,Female,Sports And Travel,78.07,9,737.7615,1/28/2019,12:43:00 PM,Cash,702.63,35.1315,4.5,Monday,January,00:00.0,not Satisfied
400-89-4171,Giza,Naypyitaw,Normal,Female,Sports And Travel,80.97,8,680.148,1/28/2019,1:05:00 PM,Cash,647.76,32.388,9.3,Monday,January,00:00.0,Satisfied
222-42-0244,Cairo,Mandalay,Member,Female,Health And Beauty,72.11,9,681.4395,1/28/2019,1:53:00 PM,Credit Card,648.99,32.4495,7.7,Monday,January,00:00.0,Satisfied
211-30-9270,Giza,Naypyitaw,Normal,Male,Health And Beauty,17.41,5,91.4025,1/28/2019,3:16:00 PM,Credit Card,87.05,4.3525,4.9,Monday,January,00:00.0,not Satisfied
430-53-4718,Cairo,Mandalay,Member,Male,Health And Beauty,75.37,8,633.108,1/28/2019,3:46:00 PM,Credit Card,602.96,30.148,8.4,Monday,January,00:00.0,Satisfied
243-47-2663,Giza,Naypyitaw,Member,Male,Electronic Accessories,18.77,6,118.251,1/28/2019,4:43:00 PM,Credit Card,112.62,5.631,5.5,Monday,January,00:00.0,not Satisfied
342-65-4817,Giza,Naypyitaw,Member,Male,Health And Beauty,86.8,3,273.42,1/28/2019,4:47:00 PM,E-Wallet,260.4,13.02,9.9,Monday,January,00:00.0,Satisfied
865-41-9075,Alex,Yangon,Normal,Male,Food And Beverages,11.53,7,84.7455,1/28/2019,5:35:00 PM,Cash,80.71,4.0355,8.1,Monday,January,00:00.0,Satisfied
699-88-1972,Cairo,Mandalay,Normal,Male,Health And Beauty,99.16,8,832.944,1/28/2019,5:47:00 PM,Credit Card,793.28,39.664,4.2,Monday,January,00:00.0,not Satisfied
390-80-5128,Cairo,Mandalay,Member,Female,Health And Beauty,19.15,1,20.1075,1/28/2019,5:58:00 PM,Credit Card,19.15,0.9575,9.5,Monday,January,00:00.0,Satisfied
372-26-1506,Giza,Naypyitaw,Normal,Female,Fashion Accessories,23.82,5,125.055,1/28/2019,7:24:00 PM,E-Wallet,119.1,5.955,5.4,Monday,January,00:00.0,not Satisfied
593-65-1552,Giza,Naypyitaw,Normal,Female,Home And Lifestyle,69.81,4,293.202,1/28/2019,8:50:00 PM,Credit Card,279.24,13.962,5.9,Monday,January,00:00.0,not Satisfied
726-29-6793,Alex,Yangon,Member,Male,Electronic Accessories,24.18,8,203.112,1/28/2019,8:54:00 PM,E-Wallet,193.44,9.672,9.8,Monday,January,00:00.0,Satisfied
606-80-4905,Giza,Naypyitaw,Member,Female,Sports And Travel,19.15,6,120.645,1/29/2019,10:01:00 AM,Credit Card,114.9,5.745,6.8,Tuesday,January,00:00.0,not Satisfied
862-17-9201,Cairo,Mandalay,Normal,Female,Food And Beverages,84.05,6,529.515,1/29/2019,10:48:00 AM,Credit Card,504.3,25.215,7.7,Tuesday,January,00:00.0,Satisfied
575-67-1508,Alex,Yangon,Normal,Male,Electronic Accessories,38.6,1,40.53,1/29/2019,11:26:00 AM,E-Wallet,38.6,1.93,6.7,Tuesday,January,00:00.0,not Satisfied
343-61-3544,Cairo,Mandalay,Member,Male,Sports And Travel,26.67,10,280.035,1/29/2019,11:48:00 AM,Cash,266.7,13.335,8.6,Tuesday,January,00:00.0,Satisfied
746-94-0204,Alex,Yangon,Normal,Male,Fashion Accessories,83.24,9,786.618,1/29/2019,11:56:00 AM,Credit Card,749.16,37.458,7.4,Tuesday,January,00:00.0,Satisfied
382-25-8917,Giza,Naypyitaw,Normal,Male,Fashion Accessories,42.08,6,265.104,1/29/2019,12:25:00 PM,Cash,252.48,12.624,8.9,Tuesday,January,00:00.0,Satisfied
233-67-5758,Giza,Naypyitaw,Normal,Male,Health And Beauty,40.35,1,42.3675,1/29/2019,1:46:00 PM,E-Wallet,40.35,2.0175,6.2,Tuesday,January,00:00.0,not Satisfied
110-48-7033,Cairo,Mandalay,Member,Male,Fashion Accessories,32.62,4,137.004,1/29/2019,2:12:00 PM,Cash,130.48,6.524,9,Tuesday,January,00:00.0,Satisfied
137-63-5492,Giza,Naypyitaw,Normal,Male,Electronic Accessories,58.76,10,616.98,1/29/2019,2:26:00 PM,E-Wallet,587.6,29.38,9,Tuesday,January,00:00.0,Satisfied
816-72-8853,Alex,Yangon,Member,Female,Sports And Travel,27.93,5,146.6325,1/29/2019,3:48:00 PM,Cash,139.65,6.9825,5.9,Tuesday,January,00:00.0,not Satisfied
569-76-2760,Alex,Yangon,Member,Female,Sports And Travel,22.01,4,92.442,1/29/2019,6:15:00 PM,Credit Card,88.04,4.402,6.6,Tuesday,January,00:00.0,not Satisfied
800-09-8606,Alex,Yangon,Member,Female,Home And Lifestyle,87.37,5,458.6925,1/29/2019,7:45:00 PM,Cash,436.85,21.8425,6.6,Tuesday,January,00:00.0,not Satisfied
804-38-3935,Alex,Yangon,Member,Male,Electronic Accessories,93.78,3,295.407,1/30/2019,11:32:00 AM,Credit Card,281.34,14.067,5.9,Wednesday,January,00:00.0,not Satisfied
182-69-8360,Cairo,Mandalay,Normal,Female,Electronic Accessories,23.65,4,99.33,1/30/2019,1:32:00 PM,Credit Card,94.6,4.73,4,Wednesday,January,00:00.0,not Satisfied
134-54-4720,Cairo,Mandalay,Normal,Female,Electronic Accessories,42.42,8,356.328,1/30/2019,1:58:00 PM,E-Wallet,339.36,16.968,5.7,Wednesday,January,00:00.0,not Satisfied
664-14-2882,Giza,Naypyitaw,Member,Female,Home And Lifestyle,10.53,5,55.2825,1/30/2019,2:43:00 PM,Credit Card,52.65,2.6325,5.8,Wednesday,January,00:00.0,not Satisfied
416-13-5917,Giza,Naypyitaw,Normal,Female,Food And Beverages,97.03,5,509.4075,1/30/2019,4:24:00 PM,E-Wallet,485.15,24.2575,9.3,Wednesday,January,00:00.0,Satisfied
862-29-5914,Giza,Naypyitaw,Normal,Female,Sports And Travel,22.38,1,23.499,1/30/2019,5:08:00 PM,Credit Card,22.38,1.119,8.6,Wednesday,January,00:00.0,Satisfied
423-80-0988,Giza,Naypyitaw,Normal,Male,Sports And Travel,76.4,2,160.44,1/30/2019,7:42:00 PM,E-Wallet,152.8,7.64,6.5,Wednesday,January,00:00.0,not Satisfied
283-26-5248,Giza,Naypyitaw,Member,Female,Food And Beverages,98.52,10,1034.46,1/30/2019,8:23:00 PM,E-Wallet,985.2,49.26,4.5,Wednesday,January,00:00.0,not Satisfied
556-72-8512,Giza,Naypyitaw,Normal,Male,Home And Lifestyle,22.96,1,24.108,1/30/2019,8:47:00 PM,Cash,22.96,1.148,4.3,Wednesday,January,00:00.0,not Satisfied
522-57-8364,Alex,Yangon,Member,Male,Fashion Accessories,51.34,8,431.256,1/31/2019,10:00:00 AM,E-Wallet,410.72,20.536,7.6,Thursday,January,00:00.0,Satisfied
189-55-2313,Giza,Naypyitaw,Normal,Female,Fashion Accessories,62.18,10,652.89,1/31/2019,10:33:00 AM,E-Wallet,621.8,31.09,6,Thursday,January,00:00.0,not Satisfied
735-32-9839,Giza,Naypyitaw,Member,Male,Fashion Accessories,98.7,8,829.08,1/31/2019,10:36:00 AM,E-Wallet,789.6,39.48,8.5,Thursday,January,00:00.0,Satisfied
366-93-0948,Alex,Yangon,Member,Male,Electronic Accessories,66.35,1,69.6675,1/31/2019,10:46:00 AM,Credit Card,66.35,3.3175,9.7,Thursday,January,00:00.0,Satisfied
226-71-3580,Giza,Naypyitaw,Normal,Female,Sports And Travel,23.75,9,224.4375,1/31/2019,12:02:00 PM,Cash,213.75,10.6875,9.5,Thursday,January,00:00.0,Satisfied
525-88-7307,Cairo,Mandalay,Member,Male,Sports And Travel,75.82,1,79.611,1/31/2019,1:19:00 PM,Cash,75.82,3.791,5.8,Thursday,January,00:00.0,not Satisfied
239-36-3640,Cairo,Mandalay,Normal,Male,Electronic Accessories,45.35,6,285.705,1/31/2019,1:44:00 PM,E-Wallet,272.1,13.605,6.1,Thursday,January,00:00.0,not Satisfied
187-83-5490,Alex,Yangon,Member,Male,Electronic Accessories,20.77,4,87.234,1/31/2019,1:47:00 PM,Cash,83.08,4.154,4.7,Thursday,January,00:00.0,not Satisfied
532-59-7201,Cairo,Mandalay,Member,Male,Sports And Travel,79.93,6,503.559,1/31/2019,2:04:00 PM,Cash,479.58,23.979,5.5,Thursday,January,00:00.0,not Satisfied
525-09-8450,Cairo,Mandalay,Normal,Male,Electronic Accessories,72.13,10,757.365,1/31/2019,3:12:00 PM,Credit Card,721.3,36.065,4.2,Thursday,January,00:00.0,not Satisfied
583-72-1480,Giza,Naypyitaw,Member,Male,Electronic Accessories,37.06,4,155.652,1/31/2019,4:24:00 PM,E-Wallet,148.24,7.412,9.7,Thursday,January,00:00.0,Satisfied
286-75-7818,Cairo,Mandalay,Normal,Male,Fashion Accessories,69.08,2,145.068,1/31/2019,7:48:00 PM,Credit Card,138.16,6.908,6.9,Thursday,January,00:00.0,not Satisfied
457-94-0464,Cairo,Mandalay,Member,Male,Electronic Accessories,87.87,9,830.3715,1/31/2019,8:32:00 PM,E-Wallet,790.83,39.5415,5.6,Thursday,January,00:00.0,not Satisfied
834-45-5519,Cairo,Mandalay,Normal,Female,Electronic Accessories,43,4,180.6,1/31/2019,8:48:00 PM,E-Wallet,172,8.6,7.6,Thursday,January,00:00.0,Satisfied
870-76-1733,Alex,Yangon,Member,Female,Food And Beverages,14.23,5,74.7075,2/1/2019,10:08:00 AM,Credit Card,71.15,3.5575,4.4,Friday,February,00:00.0,not Satisfied
551-21-3069,Giza,Naypyitaw,Member,Female,Electronic Accessories,23.07,9,218.0115,2/1/2019,11:27:00 AM,Cash,207.63,10.3815,4.9,Friday,February,00:00.0,not Satisfied
105-31-1824,Alex,Yangon,Member,M,Sports And Travel,69.52,7,510.972,2/1/2019,3:10:00 PM,Credit Card,486.64,24.332,8.5,Friday,February,00:00.0,Satisfied
358-88-9262,Giza,Naypyitaw,Member,Female,Food And Beverages,87.48,6,551.124,2/1/2019,6:43:00 PM,E-Wallet,524.88,26.244,5.1,Friday,February,00:00.0,not Satisfied
443-82-0585,Alex,Yangon,Member,Female,Health And Beauty,77.68,4,326.256,2/1/2019,7:54:00 PM,Cash,310.72,15.536,8.4,Friday,February,00:00.0,Satisfied
237-01-6122,Giza,Naypyitaw,Member,F,Home And Lifestyle,80.79,9,763.4655,2/1/2019,8:31:00 PM,Credit Card,727.11,36.3555,9.5,Friday,February,00:00.0,Satisfied
554-53-8700,Giza,Naypyitaw,Member,Female,Home And Lifestyle,56.11,2,117.831,2/2/2019,10:11:00 AM,Cash,112.22,5.611,6.3,Saturday,February,00:00.0,not Satisfied
717-96-4189,Giza,Naypyitaw,Normal,Female,Electronic Accessories,35.49,6,223.587,2/2/2019,12:40:00 PM,Cash,212.94,10.647,4.1,Saturday,February,00:00.0,not Satisfied
376-56-3573,Giza,Naypyitaw,Normal,Female,Fashion Accessories,95.42,4,400.764,2/2/2019,1:23:00 PM,E-Wallet,381.68,19.084,6.4,Saturday,February,00:00.0,not Satisfied
756-93-1854,Giza,Naypyitaw,Member,Female,Fashion Accessories,83.35,2,175.035,2/2/2019,2:05:00 PM,Credit Card,166.7,8.335,9.5,Saturday,February,00:00.0,Satisfied
845-51-0542,Cairo,Mandalay,Member,Male,Food And Beverages,46.55,9,439.8975,2/2/2019,3:34:00 PM,E-Wallet,418.95,20.9475,6.4,Saturday,February,00:00.0,not Satisfied
420-18-8989,Alex,Yangon,Member,Female,Sports And Travel,51.52,8,432.768,2/2/2019,3:47:00 PM,Cash,412.16,20.608,9.6,Saturday,February,00:00.0,Satisfied
390-17-5806,Giza,Naypyitaw,Member,Female,Food And Beverages,38.42,1,40.341,2/2/2019,4:33:00 PM,Cash,38.42,1.921,8.6,Saturday,February,00:00.0,Satisfied
405-31-3305,Alex,Yangon,Member,Male,Fashion Accessories,43.13,10,452.865,2/2/2019,6:31:00 PM,Credit Card,431.3,21.565,5.5,Saturday,February,00:00.0,not Satisfied
376-02-8238,Cairo,Mandalay,Normal,Male,Home And Lifestyle,93.87,8,788.508,2/2/2019,6:42:00 PM,Credit Card,750.96,37.548,8.3,Saturday,February,00:00.0,Satisfied
382-03-4532,Alex,Yangon,Member,Female,Health And Beauty,18.33,1,19.246499999999997,2/2/2019,6:50:00 PM,Cash,18.33,0.9165,4.3,Saturday,February,00:00.0,not Satisfied
201-86-2184,Cairo,Mandalay,Member,Female,Electronic Accessories,26.26,7,193.011,2/2/2019,7:40:00 PM,Cash,183.82,9.191,9.9,Saturday,February,00:00.0,Satisfied
541-08-3113,Giza,Naypyitaw,Normal,Male,Food And Beverages,65.97,8,554.148,2/2/2019,8:29:00 PM,Cash,527.76,26.388,8.4,Saturday,February,00:00.0,Satisfied
418-05-0656,Cairo,Mandalay,Normal,Female,Fashion Accessories,25.56,7,187.866,2/2/2019,8:42:00 PM,Cash,178.92,8.946,7.1,Saturday,February,00:00.0,Satisfied
642-32-2990,Alex,Yangon,Member,F,Food And Beverages,10.96,10,115.08,2/2/2019,8:48:00 PM,E-Wallet,109.6,5.48,6,Saturday,February,00:00.0,not Satisfied
326-71-2155,Giza,Naypyitaw,Normal,Female,Sports And Travel,73.95,4,310.59,2/3/2019,10:02:00 AM,Cash,295.8,14.79,6.1,Sunday,February,00:00.0,not Satisfied
326-78-5178,Giza,Naypyitaw,Member,Female,Food And Beverages,91.4,7,671.79,2/3/2019,10:19:00 AM,Cash,639.8,31.99,9.5,Sunday,February,00:00.0,Satisfied
585-86-8361,Alex,Yangon,Normal,Female,Food And Beverages,27.28,5,143.22,2/3/2019,10:31:00 AM,Credit Card,136.4,6.82,8.6,Sunday,February,00:00.0,Satisfied
443-59-0061,Alex,Yangon,Member,Male,Food And Beverages,67.45,10,708.225,2/3/2019,11:25:00 AM,E-Wallet,674.5,33.725,4.2,Sunday,February,00:00.0,not Satisfied
322-02-2271,Cairo,Mandalay,Normal,Female,Sports And Travel,42.97,3,135.3555,2/3/2019,11:46:00 AM,Cash,128.91,6.4455,9.3,Sunday,February,00:00.0,Satisfied
347-34-2234,Cairo,Mandalay,Member,Female,Sports And Travel,55.07,9,718.6635,2/3/2019,1:40:00 PM,E-Wallet,495.63,24.7815,10,Sunday,February,00:00.0,Satisfied
190-59-3964,Cairo,Mandalay,Member,Male,Food And Beverages,47.16,5,247.59,2/3/2019,2:35:00 PM,Credit Card,235.8,11.79,6,Sunday,February,00:00.0,not Satisfied
430-60-3493,Alex,Yangon,Member,Female,Home And Lifestyle,94.88,7,697.368,2/3/2019,2:38:00 PM,Cash,664.16,33.208,4.2,Sunday,February,00:00.0,not Satisfied
639-76-1242,Giza,Naypyitaw,Normal,Male,Food And Beverages,40.52,5,212.73,2/3/2019,3:19:00 PM,Cash,202.6,10.13,4.5,Sunday,February,00:00.0,not Satisfied
277-63-2961,Cairo,Mandalay,Member,Male,Sports And Travel,73.97,1,77.6685,2/3/2019,3:53:00 PM,Credit Card,73.97,3.6985,5.4,Sunday,February,00:00.0,not Satisfied
566-71-1091,Alex,Yangon,Normal,Male,Fashion Accessories,77.02,5,404.355,2/3/2019,3:59:00 PM,Cash,385.1,19.255,5.5,Sunday,February,00:00.0,not Satisfied
718-57-9773,Giza,Naypyitaw,Normal,Female,Sports And Travel,49.33,10,517.965,2/3/2019,4:40:00 PM,Credit Card,493.3,24.665,9.4,Sunday,February,00:00.0,Satisfied
742-04-5161,Alex,Yangon,Member,Male,Home And Lifestyle,72.78,10,764.19,2/3/2019,5:24:00 PM,Cash,727.8,36.39,7.3,Sunday,February,00:00.0,Satisfied
676-10-2200,Cairo,Mandalay,Member,Male,Fashion Accessories,53.78,1,56.469,2/3/2019,8:13:00 PM,E-Wallet,53.78,2.689,4.7,Sunday,February,00:00.0,not Satisfied
745-71-3520,Alex,Yangon,Member,Female,Electronic Accessories,25.22,7,185.367,2/4/2019,10:23:00 AM,Cash,176.54,8.827,8.2,Monday,February,00:00.0,Satisfied
441-94-7118,Alex,Yangon,Member,Male,Electronic Accessories,71.95,1,75.5475,2/4/2019,12:14:00 PM,Cash,71.95,3.5975,7.3,Monday,February,00:00.0,Satisfied
268-20-3585,Giza,Naypyitaw,Normal,Female,Health And Beauty,13.85,9,130.8825,2/4/2019,12:50:00 PM,E-Wallet,124.65,6.2325,6,Monday,February,00:00.0,not Satisfied
627-95-3243,Cairo,Mandalay,Member,Female,Home And Lifestyle,77.68,9,734.076,2/4/2019,1:21:00 PM,E-Wallet,699.12,34.956,9.8,Monday,February,00:00.0,Satisfied
236-86-3015,Giza,Naypyitaw,Member,Male,Home And Lifestyle,13.98,1,14.679,2/4/2019,1:38:00 PM,E-Wallet,13.98,0.699,9.8,Monday,February,00:00.0,Satisfied
518-17-2983,Alex,Yangon,Normal,Female,Fashion Accessories,48.63,4,204.246,2/4/2019,3:44:00 PM,E-Wallet,194.52,9.726,7.6,Monday,February,00:00.0,Satisfied
404-91-5964,Alex,Yangon,Normal,Male,Electronic Accessories,74.58,7,548.163,2/4/2019,4:09:00 PM,Credit Card,522.06,26.103,9,Monday,February,00:00.0,Satisfied
695-28-6250,Alex,Yangon,Normal,Female,Sports And Travel,43.06,5,226.065,2/4/2019,4:38:00 PM,E-Wallet,215.3,10.765,7.7,Monday,February,00:00.0,Satisfied
434-35-9162,Cairo,Mandalay,Member,Male,Food And Beverages,23.34,4,98.028,2/4/2019,6:53:00 PM,E-Wallet,93.36,4.668,7.4,Monday,February,00:00.0,Satisfied
198-66-9832,Cairo,Mandalay,Member,Female,Fashion Accessories,72.04,2,151.284,2/4/2019,7:38:00 PM,Cash,144.08,7.204,9.5,Monday,February,00:00.0,Satisfied
151-33-7434,Cairo,Mandalay,Normal,Female,Food And Beverages,67.77,1,71.1585,2/4/2019,8:43:00 PM,Credit Card,67.77,3.3885,6.5,Monday,February,00:00.0,not Satisfied
729-09-9681,Alex,Yangon,Member,Male,Home And Lifestyle,25.91,6,163.233,2/5/2019,10:16:00 AM,E-Wallet,155.46,7.773,8.7,Tuesday,February,00:00.0,Satisfied
409-49-6995,Giza,Naypyitaw,Member,Female,Food And Beverages,47.27,6,297.801,2/5/2019,10:17:00 AM,Cash,283.62,14.181,8.8,Tuesday,February,00:00.0,Satisfied
210-67-5886,Giza,Naypyitaw,Member,F,Health And Beauty,98.21,3,309.3615,2/5/2019,10:41:00 AM,Credit Card,294.63,14.7315,7.8,Tuesday,February,00:00.0,Satisfied
479-26-8945,Cairo,Mandalay,Member,Female,Sports And Travel,16.49,2,34.629,2/5/2019,11:32:00 AM,E-Wallet,32.98,1.649,4.6,Tuesday,February,00:00.0,not Satisfied
880-35-0356,Alex,Yangon,Member,Female,Sports And Travel,75.2,3,236.88,2/5/2019,11:51:00 AM,E-Wallet,225.6,11.28,4.8,Tuesday,February,00:00.0,not Satisfied
210-57-1719,Cairo,Mandalay,Normal,Female,Health And Beauty,58.24,9,550.368,2/5/2019,12:34:00 PM,Cash,524.16,26.208,9.7,Tuesday,February,00:00.0,Satisfied
307-04-2070,Alex,Yangon,Member,Female,Fashion Accessories,30.62,1,32.151,2/5/2019,2:14:00 PM,Credit Card,30.62,1.531,4.1,Tuesday,February,00:00.0,not Satisfied
374-17-3652,Cairo,Mandalay,Member,Female,Food And Beverages,42.82,9,404.649,2/5/2019,3:26:00 PM,Credit Card,385.38,19.269,8.9,Tuesday,February,00:00.0,Satisfied
324-92-3863,Alex,Yangon,Member,Male,Electronic Accessories,20.89,2,43.869,2/5/2019,6:45:00 PM,Cash,41.78,2.089,9.8,Tuesday,February,00:00.0,Satisfied
181-94-6432,Giza,Naypyitaw,Member,Male,Fashion Accessories,69.33,2,145.593,2/5/2019,7:05:00 PM,E-Wallet,138.66,6.933,9.7,Tuesday,February,00:00.0,Satisfied
325-89-4209,Alex,Yangon,Member,Male,Food And Beverages,87.9,1,92.295,2/5/2019,7:42:00 PM,E-Wallet,87.9,4.395,6.7,Tuesday,February,00:00.0,not Satisfied
338-65-2210,Giza,Naypyitaw,Member,Female,Health And Beauty,68.6,10,720.3,2/5/2019,7:57:00 PM,Cash,686,34.3,9.1,Tuesday,February,00:00.0,Satisfied
471-06-8611,Giza,Naypyitaw,Normal,Female,Food And Beverages,52.419999999999995,1,55.041,2/6/2019,10:22:00 AM,Credit Card,52.42,2.621,6.3,Wednesday,February,00:00.0,not Satisfied
183-56-6882,Giza,Naypyitaw,Member,Female,Food And Beverages,99.42,4,417.564,2/6/2019,10:42:00 AM,E-Wallet,397.68,19.884,7.5,Wednesday,February,00:00.0,Satisfied
609-81-8548,Alex,Yangon,Member,Female,Home And Lifestyle,37.44,6,235.872,2/6/2019,1:55:00 PM,Credit Card,224.64,11.232,5.9,Wednesday,February,00:00.0,not Satisfied
149-14-0304,Giza,Naypyitaw,Member,Female,Health And Beauty,28.5,8,239.4,2/6/2019,2:24:00 PM,Cash,228,11.4,6.6,Wednesday,February,00:00.0,not Satisfied
875-46-5808,Cairo,Mandalay,Member,Male,Health And Beauty,25.9,10,271.95,2/6/2019,2:51:00 PM,E-Wallet,259,12.95,8.7,Wednesday,February,00:00.0,Satisfied
811-35-1094,Cairo,Mandalay,Member,Male,Electronic Accessories,50.45,6,317.835,2/6/2019,3:16:00 PM,Credit Card,302.7,15.135,8.9,Wednesday,February,00:00.0,Satisfied
727-46-3608,Cairo,Mandalay,Member,Female,Food And Beverages,20.01,9,189.0945,2/6/2019,3:47:00 PM,E-Wallet,180.09,9.0045,4.1,Wednesday,February,00:00.0,not Satisfied
595-86-2894,Giza,Naypyitaw,Member,Male,Fashion Accessories,96.98,4,407.316,2/6/2019,5:20:00 PM,E-Wallet,387.92,19.396,9.4,Wednesday,February,00:00.0,Satisfied
258-92-7466,Alex,Yangon,Normal,Female,Health And Beauty,35.68,5,187.32,2/6/2019,6:33:00 PM,Credit Card,178.4,8.92,6.6,Wednesday,February,00:00.0,not Satisfied
373-88-1424,Giza,Naypyitaw,Member,Male,Home And Lifestyle,35.81,5,188.0025,2/6/2019,6:44:00 PM,E-Wallet,179.05,8.9525,7.9,Wednesday,February,00:00.0,Satisfied
857-67-9057,Cairo,Mandalay,Normal,Male,Electronic Accessories,22.95,10,240.975,2/6/2019,7:20:00 PM,E-Wallet,229.5,11.475,8.2,Wednesday,February,00:00.0,Satisfied
512-91-0811,Giza,Naypyitaw,Member,Female,Health And Beauty,89.75,1,94.2375,2/6/2019,8:05:00 PM,Credit Card,89.75,4.4875,6.6,Wednesday,February,00:00.0,not Satisfied
453-33-6436,Alex,Yangon,Normal,Female,Home And Lifestyle,93.12,8,782.208,2/7/2019,10:09:00 AM,Cash,744.96,37.248,6.8,Thursday,February,00:00.0,not Satisfied
421-95-9805,Alex,Yangon,Normal,Female,Electronic Accessories,28.96,1,30.408,2/7/2019,10:18:00 AM,Credit Card,28.96,1.448,6.2,Thursday,February,00:00.0,not Satisfied
635-40-6220,Alex,Yangon,Member,Female,Health And Beauty,89.6,8,1003.52,2/7/2019,11:28:00 AM,E-Wallet,716.8,35.84,6.6,Thursday,February,00:00.0,not Satisfied
827-44-5872,Cairo,Mandalay,Member,Female,Food And Beverages,54.36,10,570.78,2/7/2019,11:28:00 AM,Credit Card,543.6,27.18,6.1,Thursday,February,00:00.0,not Satisfied
583-41-4548,Giza,Naypyitaw,Normal,Male,Home And Lifestyle,16.67,7,122.5245,2/7/2019,11:36:00 AM,E-Wallet,116.69,5.8345,7.4,Thursday,February,00:00.0,Satisfied
626-43-7888,Giza,Naypyitaw,Normal,Female,Fashion Accessories,60.41,8,507.444,2/7/2019,12:23:00 PM,E-Wallet,483.28,24.164,9.6,Thursday,February,00:00.0,Satisfied
380-94-4661,Giza,Naypyitaw,Member,Male,Electronic Accessories,65.94,4,276.948,2/7/2019,1:05:00 PM,Credit Card,263.76,13.188,6.9,Thursday,February,00:00.0,not Satisfied
560-49-6611,Alex,Yangon,Member,Female,Sports And Travel,45.58,1,47.859,2/7/2019,2:13:00 PM,Cash,45.58,2.279,9.8,Thursday,February,00:00.0,Satisfied
784-21-9238,Giza,Naypyitaw,Member,Male,Sports And Travel,10.17,1,10.6785,2/7/2019,2:15:00 PM,Cash,10.17,0.5085,5.9,Thursday,February,00:00.0,not Satisfied
648-94-3045,Giza,Naypyitaw,Normal,Male,Health And Beauty,58.95,10,618.975,2/7/2019,2:27:00 PM,E-Wallet,589.5,29.475,8.1,Thursday,February,00:00.0,Satisfied
810-60-6344,Giza,Naypyitaw,Normal,Female,Electronic Accessories,40.86,8,343.224,2/7/2019,2:38:00 PM,Credit Card,326.88,16.344,6.5,Thursday,February,00:00.0,not Satisfied
114-35-5271,Cairo,Mandalay,Normal,Female,Electronic Accessories,57.91,8,486.444,2/7/2019,3:06:00 PM,Cash,463.28,23.164,8.1,Thursday,February,00:00.0,Satisfied
